timestamp,tweet_id,url,content,user_id,user_name,reply_count,retweet_count,like_count,stance_label,stance_against,stance_favor,stance_neutral
2025-11-25 11:37:19+09:00,1993146956215120037,https://x.com/MichitarSu77812/status/1993146956215120037,でび様イラスト使っていただきありがとうございます,MichitarSu77812,Michitarō Sugiyama,0.0,0.0,0.0,NEUTRAL,0.30208868,0.30487135,0.39303997
2025-11-25 13:09:32+09:00,1993170161806066018,https://x.com/z_brast_ralgun/status/1993170161806066018,本当そうですよね……  コトカちゃんの配信とかでび様の配信見てて2人は絶対必要ですよね。  でもこれを機に料理中の火事の危険性とかをリスナーさんたちにも知ってもらえてwin-winですよね,z_brast_ralgun,燈@オジマンディアス臣民【宝具マ達成！】,1.0,0.0,2.0,NEUTRAL,0.25372195,0.34688202,0.3993961
2025-11-25 15:29:38+09:00,1993205420799017434,https://x.com/samesame_sharck/status/1993205420799017434,でび様が賢い？（解像度の低い視聴者）,samesame_sharck,冬野菜摘 食と工作Vtuber,0.0,0.0,1.0,AGAINST,0.40270966,0.35253167,0.2447587
2025-11-25 18:54:06+09:00,1993256873483813092,https://x.com/aimiakichi/status/1993256873483813092,うおおおおやっちゃぁぁぁ！ でび様うれしいいいい,aimiakichi,あいみ,0.0,0.0,0.0,NEUTRAL,0.30319554,0.2539203,0.44288418
2025-11-25 18:56:09+09:00,1993257389806829939,https://x.com/aimiakichi/status/1993257389806829939,ゆるっとでび様いつもかわいい♡,aimiakichi,あいみ,1.0,0.0,2.0,NEUTRAL,0.27709302,0.28014728,0.44275966
2025-11-25 19:46:32+09:00,1993270068973912462,https://x.com/OsobanoO000/status/1993270068973912462,ポンチョの衣装とゲーム内の季節がぴったりでとても最高……！静かで寂しい雰囲気の田舎町をトラックで走り回っているうちに、没入感が出てきて、まるででび様と一緒に町を巡っているような気分になれました。続きの配信も楽しみにしています。,,,0.0,0.0,0.0,NEUTRAL,0.19691621,0.2888865,0.5141973
2025-11-25 19:54:19+09:00,1993272027848101962,https://x.com/pururururu_ru/status/1993272027848101962,ぎゃー！でびさまー！,pururururu_ru,もちもち・もちる,0.0,0.0,0.0,NEUTRAL,0.2933699,0.30851653,0.3981136
2025-11-25 20:08:11+09:00,1993275520151437821,https://x.com/Kirinukids/status/1993275520151437821,《夢実現…！》でび様＆ルンルンとのコラボグッズが嬉しすぎて興奮が止まらないレンゾット【Ren Zotto/でびでび・でびる/ルンルン/でびるん/にじさんじEN/切り抜き】,Kirinukids,きりぬきっず【葛葉とにじさんじ】,0.0,0.0,0.0,NEUTRAL,0.34355915,0.27254423,0.38389665
2025-11-25 20:09:16+09:00,1993275793007653170,https://x.com/nemu_trpg_/status/1993275793007653170,シナリオのことがわからないから配信ができない…と当時仰っていた記憶があるので…嬉しい…でび様のアーカイブをずっと見ていたので,nemu_trpg_,nemu固定ﾂｲ,0.0,0.0,0.0,NEUTRAL,0.28055337,0.28932655,0.43012008
2025-11-25 20:18:15+09:00,1993278051837448316,https://x.com/Lina7750/status/1993278051837448316,PR CharmAid にじさんじ vol.2、今回のラインナップえぐい… amzn.to/3M5IKKm  赤城ウェン 甲斐田晴 緑仙 叢雲カゲツ でびでび・でびる 壱百満天原サロメ シスター・クレア 渡会雲雀 卯月コウ フレン・E・ルスタリオ ラトナ・プティ 緋八マナ ジョー・力一 剣持刀也 叶 ,,,,,,FAVOR,0.29138502,0.42552257,0.28309238
2025-11-25 20:22:13+09:00,1993279048911667428,https://x.com/Liwo_cos/status/1993279048911667428,でび様本日も雪道をトップスピードで駆け抜けてデリバリー屋さんカッコいいあくまですスリップしかけてもドラテクで回避！！！！,Liwo_cos,リヲ♡໒꒱ ‧₊˚,0.0,0.0,0.0,NEUTRAL,0.28476378,0.3198292,0.39540705
2025-11-25 20:45:33+09:00,1993284922979889190,https://x.com/suimin3309/status/1993284922979889190,Easy Delivery Co. 簡単ねこあくまデリバリー2【でびでび・でびる/にじさんじ】  youtube.com/live/ZBo4dQTux …  @YouTube より,suimin3309,Suime,0.0,0.0,2.0,NEUTRAL,0.26488388,0.26724848,0.4678676
2025-11-25 21:21:49+09:00,1993294047776325765,https://x.com/hmk491_a/status/1993294047776325765,焚き火のいぬっころとでび様、チルくて最高〜,hmk491_a,もっきる,0.0,0.0,0.0,NEUTRAL,0.21883024,0.24263673,0.53853303
2025-11-25 21:30:55+09:00,1993296339548225589,https://x.com/Kinak0_ice/status/1993296339548225589,でび様生誕に向けてぷりてぃポンチョのお姿ちょっとずつ描く,Kinak0_ice,きなこ,0.0,0.0,0.0,NEUTRAL,0.304361,0.2992661,0.3963729
2025-11-25 21:34:24+09:00,1993297216199639434,https://x.com/pikoaku/status/1993297216199639434,でび様クラスになると　崖から落ちるとかありえません。 ,,,,,,NEUTRAL,0.23442174,0.1921479,0.57343036
2025-11-25 22:27:01+09:00,1993310455088169314,https://x.com/pikoaku/status/1993310455088169314,でび様にとって、アクロバティックな回転もお手のものでございます。 ,,,,,,NEUTRAL,0.2076151,0.2663617,0.5260232
2025-11-25 22:43:06+09:00,1993314502960689280,https://x.com/shalnadia/status/1993314502960689280,アルビノでびさま,shalnadia,シャル＠憑/鏡,0.0,0.0,0.0,NEUTRAL,0.35970291,0.22871391,0.41158316
2025-11-25 22:44:54+09:00,1993314956155240844,https://x.com/greydog017/status/1993314956155240844,訓練された視聴者には理解できます【にじさんじ＆ホロライブ】轟はじめ/でびでび・でびる ,,,,,,NEUTRAL,0.29617175,0.33346745,0.37036082
2025-11-25 22:47:49+09:00,1993315692863799516,https://x.com/plastic_tree1/status/1993315692863799516,でびでびでびる感,plastic_tree1,プラ兄,0.0,0.0,6.0,NEUTRAL,0.36233285,0.2380689,0.39959827
