timestamp,tweet_id,url,content,user_id,user_name,reply_count,retweet_count,like_count,stance_label,stance_against,stance_favor,stance_neutral
2025-07-13 00:00:04+09:00,1944049124334276689,https://x.com/asasigure_ice/status/1944049124334276689,国宝見た 3時間では物足りなさを感じてしまう濃さだった,asasigure_ice,asasigure,0.0,0.0,3.0,AGAINST,0.3938658,0.33256263,0.2735716
2025-07-13 00:02:12+09:00,1944049659041001912,https://x.com/mei_llan/status/1944049659041001912,国宝教えてくれた好きなアイドルに今日は「HANAのBurning Flowerって曲すごい好きだから聴いて下さい」って言われてハナがわからず、ちゃんみなさんの……と言われてもピンとこなくて「怖いやつ？」と尋ねたら隣のテーブルにいた心優しきリーダーに「それはAdo」とツッコまれてさすがに恥ずかしかった,mei_llan,メイヤン,0.0,0.0,1.0,NEUTRAL,0.2662831,0.2953657,0.43835127
2025-07-13 00:04:02+09:00,1944050121496571925,https://x.com/nchas3821/status/1944050121496571925,国宝、東ゆうがアイドルになった後に失墜して、 私って…になってから救いがあるやつで、 実質トラペジウム3時間版だったからほんとこれ,nchas3821,朝から・こんりこち・ぽてち,0.0,1.0,5.0,NEUTRAL,0.23457819,0.23147024,0.5339516
2025-07-13 00:05:10+09:00,1944050408122724493,https://x.com/JK_ken212/status/1944050408122724493,ついに見ました「国宝」！ 圧倒させられる伝統芸能の極み 華やかな歩みの裏側は波瀾万丈 芸を極めることすなわち選ばれたものにしか見えない景色を見る孤独 そこに行き着く犠牲 日本映画の境地を観た,JK_ken212,ジャッキーケン,0.0,0.0,8.0,FAVOR,0.23304696,0.51804566,0.24890737
2025-07-13 00:05:19+09:00,1944050445301035504,https://x.com/megane_outa/status/1944050445301035504,レイトショーで今話題の「国宝」見てきましたが、3時間と長尺ですがあっという間でした  脚本音楽照明演技、どれをとっても日本映画史の最高峰ではないでしょうか 日本映画界はこの映画を生み出すために今まで続いてきたのかも 日本人に生まれてよかった… 作中に出てくる演目を勉強したいですね,megane_outa,ﾋﾗｦｼｮｳｲ@11.30 うみねこcafeライブ,0.0,0.0,5.0,FAVOR,0.2603801,0.41007394,0.32954597
2025-07-13 00:09:37+09:00,1944051526458339735,https://x.com/PrincePOPI/status/1944051526458339735,情緒がグシャグシャになると言うと「国宝」と「ババンババンバンバンパイア」の公開が重なってしまって、もしかすると両方一気に観に行っちゃうかもしれない吉沢亮ファンの方がよほど情緒グチャグチャにならんか？（知らんがな,PrincePOPI,ぽぴ王子,1.0,0.0,3.0,NEUTRAL,0.30242825,0.26438987,0.43318185
2025-07-13 00:09:37+09:00,1944051526609383754,https://x.com/tobe230707/status/1944051526609383754,国宝みてたらクリニック終わってた 消えてる投稿ありそうだから、どこか探してこよう,tobe230707,asano/あさの,0.0,0.0,13.0,AGAINST,0.38630617,0.29099873,0.32269517
2025-07-13 00:10:16+09:00,1944051690145296676,https://x.com/wT90yDltUqxh7L/status/1944051690145296676,先日上巻売り切れてた「国宝」 本日購入 映画のシーンを回想しながら 読みすすめる 映画だけでは表せられないものが 文字の中にある 時を忘れ読みふけっている自分に 気づく,wT90yDltUqxh7L,柴はな,1.0,0.0,19.0,AGAINST,0.3676201,0.31335038,0.3190295
2025-07-13 00:10:18+09:00,1944051699033026752,https://x.com/mosatsu_p/status/1944051699033026752,市川團十郎の語る『国宝』の感想、当事者中の当事者が真正面から真摯に語ってて、もうこれ以上の感想などいらないだろという素晴らしさ。,mosatsu_p,小林司　準備中,0.0,1.0,13.0,NEUTRAL,0.23450227,0.32059777,0.44489995
2025-07-13 00:10:35+09:00,1944051770176811089,https://x.com/PrincePOPI/status/1944051770176811089,まぁ先日、吉沢亮さんも国宝の撮影でガリガリに痩せたのに、直後にババンババンバンバンパイアの撮影で体重を無理矢理増やしたみたいなことを言ってたけども。 あれはあれで大変だなあと思った。,PrincePOPI,ぽぴ王子,0.0,0.0,0.0,NEUTRAL,0.24111764,0.17509171,0.5837907
