timestamp,tweet_id,url,content,user_id,user_name,reply_count,retweet_count,like_count,stance_label,stance_against,stance_favor,stance_neutral
2025-06-02 10:30:13+09:00,1929349804754149587,https://x.com/FQ8kmA1YqHTo38Z/status/1929349804754149587,お⃝は⃝よ⃝う⃝ご⃝ざ⃝い⃝ま⃝す⃝ 6月2日(月）“ ⋆⸜⸝‍⋆*.ﾟ⋆⸜⸝⋆*.ﾟ⋆⸜⸝‍⋆ 今週も宜しくお願い致します 素敵な月曜日になります様に… 𝐇𝐚𝐯𝐞 𝐚 𝐧𝐢𝐜𝐞 𝐝𝐚𝐲 ⸝⚘ ⁾⁾ꔛꔛ ꒱⸝⚘ ⁾⁾ mariko࿐,FQ8kmA1YqHTo38Z,märiko茉莉,11.0,16.0,221.0,NEUTRAL,0.34211606,0.3076875,0.3501964
2025-06-05 08:27:54+09:00,1930406185402020351,https://x.com/nabepro_baken/status/1930406185402020351,れなぁマリカーめちゃ下手くそで草,nabepro_baken,なべプロ@一口馬主Buddies,0.0,0.0,2.0,NEUTRAL,0.3054854,0.22175913,0.47275552
2025-06-05 08:29:25+09:00,1930406567884795990,https://x.com/sekuranra/status/1930406567884795990,ラヴィットでSwitch２のマリオカートWORLD大会やってるけど、選べるキャラがめちゃくちゃ多くてやってみたくなってきた。面白そう。,sekuranra,せくら,0.0,0.0,0.0,NEUTRAL,0.219195,0.25769374,0.5231113
2025-06-05 08:30:23+09:00,1930406810185503134,https://x.com/FctKa1z6XfcVI5P/status/1930406810185503134,Switch2が本日6月5日ついに発売！ 『マリオカート ワールド』『デルタルーン』など注目のローンチソフトも多数【スイッチ2】 | ゲーム・エンタメ最新情報のファミ通.com,FctKa1z6XfcVI5P,ぴんちょす,0.0,0.0,0.0,FAVOR,0.3633864,0.39280456,0.24380904
2025-06-05 08:31:04+09:00,1930406982521106845,https://x.com/masktohero/status/1930406982521106845,マリオカートのペンギンがボートレースのボートぽいから手に入ったらペンギン使おう,masktohero,マスクトさん114キロ,0.0,0.0,0.0,AGAINST,0.3940607,0.30939752,0.29654175
2025-06-05 08:31:15+09:00,1930407027748286567,https://x.com/amane08210515/status/1930407027748286567,最近Switchしてないな？w  マリオカート,amane08210515,teru,0.0,0.0,1.0,NEUTRAL,0.34815568,0.28956485,0.3622795
2025-06-05 08:32:04+09:00,1930407235198562362,https://x.com/BushcraftBox/status/1930407235198562362,6/5 8:30時点のメルカリのNintendo Switch2本体（マリカーセット）の最安値はこちら　<PR>  Nintendo Switch 2 日本語専用 本体　マリオカートセット,BushcraftBox,生活の知恵Box,0.0,0.0,0.0,AGAINST,0.39909223,0.34219936,0.25870842
2025-06-05 08:32:35+09:00,1930407365503004830,https://x.com/rplogin/status/1930407365503004830,僕の方は明日マリカー来ますやったね！ 朝6時のPS5の配信観てました,rplogin,ロココアルスト&通話好き,0.0,0.0,2.0,NEUTRAL,0.28648177,0.30907834,0.40443987
2025-06-05 08:33:19+09:00,1930407547380609248,https://x.com/tikuwa99999/status/1930407547380609248,川島さんとケムリさん、相当マリオカートやり込んでるな？！(*ﾟ∀ﾟ)www  ,,,,,,NEUTRAL,0.26553217,0.27590507,0.45856276
2025-06-05 08:33:44+09:00,1930407654415052830,https://x.com/dokkoi0622/status/1930407654415052830,みんなスイッチⅡっていうかマリオカートWを遊ぶの今日は？,dokkoi0622,鬱田ドッコイ,0.0,1.0,1.0,NEUTRAL,0.3359194,0.27443427,0.38964638
