timestamp,tweet_id,url,content,user_id,user_name,reply_count,retweet_count,like_count,bert_label,bert_positive,bert_neutral,bert_negative
2023-05-03 09:31:06+09:00,1653557759780986881,https://x.com/meikyo_sis/status/1653557759780986881,みそきんに恋してる女の子 「みーそきん♡」,meikyo_sis,家族,0.0,0.0,4.0,NEUTRAL,0.033284176141023636,0.9350253343582153,0.031690437346696854
2023-05-03 09:33:30+09:00,1653558365874974724,https://x.com/news_item/status/1653558365874974724,みそきん,news_item,キスをしてるイルカ,0.0,0.0,3.0,NEUTRAL,0.012419569306075573,0.7860342860221863,0.20154622197151184
2023-05-03 10:18:36+09:00,1653569712914329602,https://x.com/piodonomukou/status/1653569712914329602,みそきん、レビューします,piodonomukou,ピリオドの向こう側,0.0,0.0,4.0,NEGATIVE,0.00962725467979908,0.42193979024887085,0.5684329271316528
2023-05-03 10:22:18+09:00,1653570643986874368,https://x.com/hikakin432110/status/1653570643986874368,みそきんティシャツ届いたー！！ 可愛い,hikakin432110,まりちゃんりゅー,0.0,0.0,8.0,POSITIVE,0.9940874576568604,0.004832974635064602,0.0010795568814501166
2023-05-03 10:56:53+09:00,1653579348245614597,https://x.com/mira_uozu/status/1653579348245614597,明日5/4(木) 川東おやきさんのモチモチ米粉おやき販売 今回は新作「あまおういちごあん」登場 富山県産の米粉生地に富山県産食材をたっぷり詰め込んだ食べ応え抜群おやき！ あまおういちご 抹茶あん 味噌なす きんぴらごぼう 肉みそ きのこと野菜 つぶあん ご来店お待ちしております,mira_uozu,ミラマルシェ,0.0,1.0,21.0,POSITIVE,0.9799409508705139,0.01831940747797489,0.0017397054471075535
2023-05-03 12:29:15+09:00,1653602592730284032,https://x.com/bibisaikou/status/1653602592730284032,みそきん,bibisaikou,とも@PT国試受験生,0.0,0.0,0.0,NEUTRAL,0.012419569306075573,0.7860342860221863,0.20154622197151184
2023-05-03 12:43:44+09:00,1653606238763249664,https://x.com/kfrknene/status/1653606238763249664,みそきん,kfrknene,ささきの0.1,0.0,0.0,1.0,NEUTRAL,0.012419569306075573,0.7860342860221863,0.20154622197151184
2023-05-03 12:45:17+09:00,1653606630771294208,https://x.com/boc_jda_nicole/status/1653606630771294208,みそきんTシャツが届いてさっそく着替えた娘  ,,,,,,POSITIVE,0.7694551944732666,0.2104748785495758,0.020069992169737816
2023-05-03 13:03:02+09:00,1653611096069259264,https://x.com/ikenosabunosabu/status/1653611096069259264,普通にみそきん食べてみたい,ikenosabunosabu,いけ,0.0,0.0,1.0,NEUTRAL,0.24838832020759583,0.7437921166419983,0.007819578051567078
2023-05-03 13:09:37+09:00,1653612752047570944,https://x.com/tgyanyantuba59/status/1653612752047570944,2代目麺処くるり 味玉みそらぁめん鶏チャーシュー炙りチーズトッピング  やはりHIKAKINの愛した味、4年振りに来れたけど美味し過ぎた。  あと店内のサイン見たら今年の3/3にもHIKAKIN再訪してたっぽい。さすがみそきん  全てが美味し過ぎて余裕の完飲&完食でした,tgyanyantuba59,コズミックどろ『やん』ごツアー( 𓌉 ´꒳` 𓌉)〜カムバック現世〜,0.0,0.0,2.0,POSITIVE,0.985151469707489,0.011996584013104439,0.0028520305640995502
2023-05-03 13:19:33+09:00,1653615252762923008,https://x.com/naoookii49arai/status/1653615252762923008,来週はHIKAKINさんのカップ麺がコンビニ限定品で発売されるから楽しみ  みそきんと合わせて味噌味のヌードル,naoookii49arai,ナオキ,0.0,1.0,6.0,POSITIVE,0.9776766896247864,0.020455600693821907,0.0018676402978599072
2023-05-03 13:20:47+09:00,1653615562038321152,https://x.com/Quiz_NOrate/status/1653615562038321152,「みそきん」に対抗して「のれきん」でも出すか,Quiz_NOrate,NQrate(のれーと),0.0,0.0,0.0,NEUTRAL,0.3362160921096802,0.6487489938735962,0.015034906566143036
2023-05-03 13:38:49+09:00,1653620100271083520,https://x.com/My_Sniper/status/1653620100271083520,ラーメン断ちをしているけどヒカキンの「みそきん」は絶対に食べようと早稲田大学の中で強く思いました,My_Sniper,俺スナ,0.0,0.0,7.0,POSITIVE,0.8943942785263062,0.10020741075277328,0.005398292560130358
