timestamp,tweet_id,url,content,user_id,user_name,reply_count,retweet_count,like_count,bert_label,bert_positive,bert_neutral,bert_negative
2023-03-19 01:03:48+09:00,1637122640354877440,https://x.com/_Kurt_54/status/1637122640354877440,WBCのお話！ ,,,,,,POSITIVE,0.813401997089386,0.18375496566295624,0.002843056106939912
2023-03-19 01:05:33+09:00,1637123080609824770,https://x.com/MiniReportes/status/1637123080609824770,El Team Venezuela buscará dar otro golpe de autoridad en el WBC  ift.tt/YQh9e0E,MiniReportes,Mini Reportes,0.0,0.0,0.0,NEUTRAL,0.16006344556808472,0.780547559261322,0.059388961642980576
2023-03-19 01:05:42+09:00,1637123118715240449,https://x.com/lions_hilakeso/status/1637123118715240449,里崎さんやWBCの解説者や関係者が海外で乗り継ぎできなかったツイート見たけど、海外はやっぱりそういうの多いんだろうね  時間の正確性やサービスについては飛行機も鉄道も日本の感覚とはだいぶ違うんだろうな  日本では普通の事であっても、普通が普通である事に日々感謝,lions_hilakeso,ヒラケソ・ライオンズ全力応援,0.0,0.0,18.0,POSITIVE,0.9553247094154358,0.039743781089782715,0.004931557457894087
2023-03-19 01:06:47+09:00,1637123391642804224,https://x.com/Ovajay/status/1637123391642804224,My guess is GGG vs Munguia for a WBC trophy belt. 'Mexico Style Belt' x.com/i/spaces/1lPKq …,Ovajay,Boog Williams,0.0,0.0,3.0,NEUTRAL,0.4754820764064789,0.5011595487594604,0.0233584176748991
2023-03-19 01:08:06+09:00,1637123721856192513,https://x.com/ka_R3/status/1637123721856192513,栗山監督のお話に釘付けなのよ ,,,,,,NEUTRAL,0.0830601155757904,0.8925108909606934,0.02442898228764534
2023-03-19 01:09:56+09:00,1637124182634024961,https://x.com/snack_tama/status/1637124182634024961,WBC ・相撲・競輪ウィナーズカップ・カーリング女子もあるし早朝は早朝ソープ並みの時間UFCWOWOWオーラス放送もある。ハードディスクに頼むしかない！寝るべし、寝るべし、寝るべし！,snack_tama,玉袋筋太郎,2.0,14.0,241.0,POSITIVE,0.7612394690513611,0.22671672701835632,0.012043781578540802
2023-03-19 01:10:43+09:00,1637124382068752386,https://x.com/UmpDump2005/status/1637124382068752386,Lidom:  Cactus League:  Grapefruit League:  WBC:  Playoff Game:  Stadiums: 13/30,UmpDump2005,Dump On The Ump,0.0,0.0,2.0,NEUTRAL,0.045320816338062286,0.9243019819259644,0.030377183109521866
2023-03-19 01:11:19+09:00,1637124533286232065,https://x.com/J40740098/status/1637124533286232065,高野連こと日本高等学校野球連盟 パフォーマンスは全てダメ、ガッツポーズすら許さない じゃあ相手チームからしたら声援すら侮辱だな 大手新聞社が協賛だから愛国的（WBC）なことはダメなのかも 肩が壊れるまで投げさせて金ヅルにしておいて なにがスポーツマンシップだよ nikkansports.com/baseball/highs …,J40740098,薄切り 周防守 ジェイソン(本名)【大和憲実隊】,1.0,2.0,7.0,NEGATIVE,0.010594055987894535,0.1523771584033966,0.8370288014411926
2023-03-19 01:11:20+09:00,1637124537774133250,https://x.com/jasminegirl29/status/1637124537774133250,トゥギ＞RT そして「(WBC)日本優勝するといいですね」って言ってた,jasminegirl29,じゃすみん,0.0,1.0,6.0,POSITIVE,0.8135281801223755,0.17732147872447968,0.009150381200015545
2023-03-19 01:12:53+09:00,1637124925562531840,https://x.com/LukeShoMeMo/status/1637124925562531840,"I haven’t watched much WBC, but I think it’s important to not get lost in our American bubbles",LukeShoMeMo,Luke Shomo,1.0,0.0,1.0,POSITIVE,0.5090956091880798,0.3151799440383911,0.17572444677352905
2023-03-19 01:13:05+09:00,1637124976506712064,https://x.com/AloofLion/status/1637124976506712064,,,,,,,NEUTRAL,0.017027560621500015,0.9456810355186462,0.03729134052991867
2023-03-19 01:13:06+09:00,1637124980965265408,https://x.com/shimanticovid19/status/1637124980965265408,WBC の盛り上がりを鑑みれば、普通のパフォーマンスだろう。 というか、高野連は野球を衰退させたいのか？？？ コロナ対応といい、もうマトモな大人の判断とは到底思えない…  センバツ高校野球 選手が「ペッパーミル」で注意 高野連が見解 | NHK    www3.nhk.or.jp/news/html/2023 …,shimanticovid19,しむ,1.0,0.0,1.0,NEGATIVE,0.008006172254681587,0.39142778515815735,0.600566029548645
