timestamp,tweet_id,url,content,user_id,user_name,reply_count,retweet_count,like_count,bert_label,bert_positive,bert_neutral,bert_negative
2025-11-25 11:37:19+09:00,1993146956215120037,https://x.com/MichitarSu77812/status/1993146956215120037,でび様イラスト使っていただきありがとうございます,MichitarSu77812,Michitarō Sugiyama,0.0,0.0,0.0,POSITIVE,0.9758806824684143,0.022473763674497604,0.001645549084059894
2025-11-25 13:09:32+09:00,1993170161806066018,https://x.com/z_brast_ralgun/status/1993170161806066018,本当そうですよね……  コトカちゃんの配信とかでび様の配信見てて2人は絶対必要ですよね。  でもこれを機に料理中の火事の危険性とかをリスナーさんたちにも知ってもらえてwin-winですよね,z_brast_ralgun,燈@オジマンディアス臣民【宝具マ達成！】,1.0,0.0,2.0,POSITIVE,0.7560795545578003,0.22656561434268951,0.017354870215058327
2025-11-25 15:29:38+09:00,1993205420799017434,https://x.com/samesame_sharck/status/1993205420799017434,でび様が賢い？（解像度の低い視聴者）,samesame_sharck,冬野菜摘 食と工作Vtuber,0.0,0.0,1.0,NEUTRAL,0.1080760732293129,0.8827476501464844,0.009176335297524929
2025-11-25 18:54:06+09:00,1993256873483813092,https://x.com/aimiakichi/status/1993256873483813092,うおおおおやっちゃぁぁぁ！ でび様うれしいいいい,aimiakichi,あいみ,0.0,0.0,0.0,POSITIVE,0.9919074773788452,0.006298083811998367,0.0017945114523172379
2025-11-25 18:56:09+09:00,1993257389806829939,https://x.com/aimiakichi/status/1993257389806829939,ゆるっとでび様いつもかわいい♡,aimiakichi,あいみ,1.0,0.0,2.0,POSITIVE,0.9864848256111145,0.012368849478662014,0.0011463821865618229
2025-11-25 19:46:32+09:00,1993270068973912462,https://x.com/OsobanoO000/status/1993270068973912462,ポンチョの衣装とゲーム内の季節がぴったりでとても最高……！静かで寂しい雰囲気の田舎町をトラックで走り回っているうちに、没入感が出てきて、まるででび様と一緒に町を巡っているような気分になれました。続きの配信も楽しみにしています。,,,0.0,0.0,0.0,POSITIVE,0.9908725619316101,0.008011705242097378,0.0011157402768731117
2025-11-25 19:54:19+09:00,1993272027848101962,https://x.com/pururururu_ru/status/1993272027848101962,ぎゃー！でびさまー！,pururururu_ru,もちもち・もちる,0.0,0.0,0.0,POSITIVE,0.6615102887153625,0.32012367248535156,0.018366098403930664
2025-11-25 20:08:11+09:00,1993275520151437821,https://x.com/Kirinukids/status/1993275520151437821,《夢実現…！》でび様＆ルンルンとのコラボグッズが嬉しすぎて興奮が止まらないレンゾット【Ren Zotto/でびでび・でびる/ルンルン/でびるん/にじさんじEN/切り抜き】,Kirinukids,きりぬきっず【葛葉とにじさんじ】,0.0,0.0,0.0,POSITIVE,0.9868581295013428,0.01140767615288496,0.0017342104110866785
2025-11-25 20:09:16+09:00,1993275793007653170,https://x.com/nemu_trpg_/status/1993275793007653170,シナリオのことがわからないから配信ができない…と当時仰っていた記憶があるので…嬉しい…でび様のアーカイブをずっと見ていたので,nemu_trpg_,nemu固定ﾂｲ,0.0,0.0,0.0,POSITIVE,0.9362739324569702,0.06015775352716446,0.003568379208445549
2025-11-25 20:18:15+09:00,1993278051837448316,https://x.com/Lina7750/status/1993278051837448316,PR CharmAid にじさんじ vol.2、今回のラインナップえぐい… amzn.to/3M5IKKm  赤城ウェン 甲斐田晴 緑仙 叢雲カゲツ でびでび・でびる 壱百満天原サロメ シスター・クレア 渡会雲雀 卯月コウ フレン・E・ルスタリオ ラトナ・プティ 緋八マナ ジョー・力一 剣持刀也 叶 ,,,,,,POSITIVE,0.8339053988456726,0.15758681297302246,0.008507784456014633
