timestamp,tweet_id,url,content,user_id,user_name,reply_count,retweet_count,like_count,bert_label,bert_positive,bert_neutral,bert_negative,stance_label,stance_against,stance_favor,stance_neutral
2023-03-19 01:03:48+09:00,1637122640354877440,https://x.com/_Kurt_54/status/1637122640354877440,WBCのお話！ ,,,,,,POSITIVE,0.813401997089386,0.1837549656629562,0.0028430561069399,FAVOR,0.23719935,0.40394476,0.3588559
2023-03-19 01:05:33+09:00,1637123080609824770,https://x.com/MiniReportes/status/1637123080609824770,El Team Venezuela buscará dar otro golpe de autoridad en el WBC  ift.tt/YQh9e0E,MiniReportes,Mini Reportes,0.0,0.0,0.0,NEUTRAL,0.1600634455680847,0.780547559261322,0.0593889616429805,NEUTRAL,0.25955248,0.30208203,0.43836546
2023-03-19 01:05:42+09:00,1637123118715240449,https://x.com/lions_hilakeso/status/1637123118715240449,里崎さんやWBCの解説者や関係者が海外で乗り継ぎできなかったツイート見たけど、海外はやっぱりそういうの多いんだろうね  時間の正確性やサービスについては飛行機も鉄道も日本の感覚とはだいぶ違うんだろうな  日本では普通の事であっても、普通が普通である事に日々感謝,lions_hilakeso,ヒラケソ・ライオンズ全力応援,0.0,0.0,18.0,POSITIVE,0.9553247094154358,0.0397437810897827,0.004931557457894,NEUTRAL,0.2555828,0.2123675,0.53204966
2023-03-19 01:06:47+09:00,1637123391642804224,https://x.com/Ovajay/status/1637123391642804224,My guess is GGG vs Munguia for a WBC trophy belt. 'Mexico Style Belt' x.com/i/spaces/1lPKq …,Ovajay,Boog Williams,0.0,0.0,3.0,NEUTRAL,0.4754820764064789,0.5011595487594604,0.0233584176748991,AGAINST,0.37469718,0.37086266,0.25444022
2023-03-19 01:08:06+09:00,1637123721856192513,https://x.com/ka_R3/status/1637123721856192513,栗山監督のお話に釘付けなのよ ,,,,,,NEUTRAL,0.0830601155757904,0.8925108909606934,0.0244289822876453,NEUTRAL,0.3234708,0.32926196,0.34726724
2023-03-19 01:09:56+09:00,1637124182634024961,https://x.com/snack_tama/status/1637124182634024961,WBC ・相撲・競輪ウィナーズカップ・カーリング女子もあるし早朝は早朝ソープ並みの時間UFCWOWOWオーラス放送もある。ハードディスクに頼むしかない！寝るべし、寝るべし、寝るべし！,snack_tama,玉袋筋太郎,2.0,14.0,241.0,POSITIVE,0.7612394690513611,0.2267167270183563,0.0120437815785408,NEUTRAL,0.28436294,0.20454887,0.5110882
2023-03-19 01:10:43+09:00,1637124382068752386,https://x.com/UmpDump2005/status/1637124382068752386,Lidom:  Cactus League:  Grapefruit League:  WBC:  Playoff Game:  Stadiums: 13/30,UmpDump2005,Dump On The Ump,0.0,0.0,2.0,NEUTRAL,0.0453208163380622,0.9243019819259644,0.0303771831095218,AGAINST,0.4156486,0.3235722,0.26077914
2023-03-19 01:11:19+09:00,1637124533286232065,https://x.com/J40740098/status/1637124533286232065,高野連こと日本高等学校野球連盟 パフォーマンスは全てダメ、ガッツポーズすら許さない じゃあ相手チームからしたら声援すら侮辱だな 大手新聞社が協賛だから愛国的（WBC）なことはダメなのかも 肩が壊れるまで投げさせて金ヅルにしておいて なにがスポーツマンシップだよ nikkansports.com/baseball/highs …,J40740098,薄切り 周防守 ジェイソン(本名)【大和憲実隊】,1.0,2.0,7.0,NEGATIVE,0.0105940559878945,0.1523771584033966,0.8370288014411926,AGAINST,0.4318635,0.21724369,0.35089284
2023-03-19 01:11:20+09:00,1637124537774133250,https://x.com/jasminegirl29/status/1637124537774133250,トゥギ＞RT そして「(WBC)日本優勝するといいですね」って言ってた,jasminegirl29,じゃすみん,0.0,1.0,6.0,POSITIVE,0.8135281801223755,0.1773214787244796,0.0091503812000155,NEUTRAL,0.3319254,0.26376253,0.40431207
2023-03-19 01:12:53+09:00,1637124925562531840,https://x.com/LukeShoMeMo/status/1637124925562531840,"I haven’t watched much WBC, but I think it’s important to not get lost in our American bubbles",LukeShoMeMo,Luke Shomo,1.0,0.0,1.0,POSITIVE,0.5090956091880798,0.3151799440383911,0.175724446773529,AGAINST,0.4474625,0.27402845,0.27850908
2023-03-19 01:13:05+09:00,1637124976506712064,https://x.com/AloofLion/status/1637124976506712064,,,,,,,NEUTRAL,0.0170275606215,0.9456810355186462,0.0372913405299186,NEUTRAL,0.2557792,0.31104654,0.43317425
2023-03-19 01:13:06+09:00,1637124980965265408,https://x.com/shimanticovid19/status/1637124980965265408,WBC の盛り上がりを鑑みれば、普通のパフォーマンスだろう。 というか、高野連は野球を衰退させたいのか？？？ コロナ対応といい、もうマトモな大人の判断とは到底思えない…  センバツ高校野球 選手が「ペッパーミル」で注意 高野連が見解 | NHK    www3.nhk.or.jp/news/html/2023 …,shimanticovid19,しむ,1.0,0.0,1.0,NEGATIVE,0.0080061722546815,0.3914277851581573,0.600566029548645,AGAINST,0.41851723,0.25582954,0.3256532
2023-03-19 01:14:16+09:00,1637125273572474881,https://x.com/GTakeshi310/status/1637125273572474881,WBC報道について思うこと。私は野球が嫌いではない。侍ジャパンの活躍も凄いなと思う…が、自分みたいに結果だけ知りたい人や興味のない人もいるはず。今のメディアの報道や煽りにはいささか疑問。特に5と6。他に伝えるべき大切なニュースはあるはず。野球ハラスメントを助長してると思う。,GTakeshi310,takeshi,0.0,0.0,21.0,NEUTRAL,0.0454684607684612,0.5658796429634094,0.3886519372463226,NEUTRAL,0.33371332,0.20516041,0.4611262
2023-03-19 01:16:41+09:00,1637125881360695296,https://x.com/Z14380779/status/1637125881360695296,WBCの準決勝、朝7時からだけど、 TBSの事だから、試合が始まるまで長々と余計な事をやるんだろうな 結局試合開始は8時か？8時30分か？,Z14380779,だいきち、どら10,0.0,0.0,0.0,NEGATIVE,0.0067043574526906,0.4309411942958832,0.5623543858528137,NEUTRAL,0.37705845,0.1895352,0.43340632
2023-03-19 01:16:47+09:00,1637125908921454592,https://x.com/mira_cra_zuki/status/1637125908921454592,火曜WBCからのヴァイス戦略発表会で流石に楽しみ,mira_cra_zuki,望月,0.0,0.0,1.0,POSITIVE,0.9903192520141602,0.0086168684065341,0.0010638985550031,NEUTRAL,0.23021032,0.23089574,0.53889394
2023-03-19 01:17:49+09:00,1637126169429520386,https://x.com/UmpDump2005/status/1637126169429520386,"Calling the WBC “just an exhibition” is kinda racist, actually. Or at least xenophobic.",UmpDump2005,Dump On The Ump,1.0,1.0,1.0,NEUTRAL,0.3577018976211548,0.6001707911491394,0.0421272963285446,AGAINST,0.41944325,0.31023577,0.27032095
2023-03-19 01:19:04+09:00,1637126484463882241,https://x.com/0tYaRanAteNTTT/status/1637126484463882241,,,,,,,NEUTRAL,0.0170275606215,0.9456810355186462,0.0372913405299186,NEUTRAL,0.2557792,0.31104654,0.43317425
2023-03-19 01:21:12+09:00,1637127018880876544,https://x.com/DodgersFrance/status/1637127018880876544,Après la victoire 9-7 face à  @FranceCubs  le lineup pour affronter les  @WhiteSoxFrance  avec le retour de Freeman après sa blessure au WBC qui évoluera en DH. ,,,,,,NEUTRAL,0.356822520494461,0.5975466370582581,0.0456308424472808,NEUTRAL,0.2783413,0.35167038,0.36998826
2023-03-19 01:22:19+09:00,1637127301644312577,https://x.com/hiryuusinano/status/1637127301644312577,明日の新作色紙の1でち というわけでフレッチャーフレッチャーさんでち ,,,,,,NEUTRAL,0.4472721219062805,0.5290275812149048,0.0237002950161695,NEUTRAL,0.29756138,0.21433486,0.48810372
2023-03-19 01:22:44+09:00,1637127405474295808,https://x.com/Calbiii/status/1637127405474295808,部活終わりの部室トークで東京ドーム埋まるかな～？WBCは無理でもtATuは越えよう！ ,,,0.0,0.0,0.0,POSITIVE,0.9451691508293152,0.0515379048883914,0.0032929149456322,FAVOR,0.31644183,0.35654593,0.32701224
2023-03-19 01:22:46+09:00,1637127415326711814,https://x.com/odawaramusic/status/1637127415326711814,WBCで活躍しているダルビッシュさんの母校がな。,odawaramusic,おだわらミュージック,0.0,0.0,0.0,NEUTRAL,0.2258679419755935,0.7577944397926331,0.0163376051932573,NEUTRAL,0.23323302,0.22748783,0.53927916
2023-03-19 01:23:48+09:00,1637127674371117057,https://x.com/Tomorrowben/status/1637127674371117057,大谷翔平は　メジャーリーガーのTop of Top のピッチャーとバッターの2人分の活躍をします。  ピッチャーも参考になるし バッターも参考になる。  そこにダルビッシュ　と　ヌートバー何入り　MLBレベルの日本チームに引き上げた　WBC2023です。  エンジェルスの大谷翔平がMLB仲間と戦うWBCですね。,Tomorrowben,Tomorrow,0.0,0.0,0.0,POSITIVE,0.9422449469566344,0.0540412105619907,0.0037137772887945,NEUTRAL,0.21219248,0.16503279,0.6227747
2023-03-19 01:24:14+09:00,1637127781837357056,https://x.com/mike_petriello/status/1637127781837357056,"So far as ""days where the entire family has a cold"" go, you could do a lot worse than March Madness + spring training+WBC+a full slate of hockey Saturday.",mike_petriello,Mike Petriello,4.0,0.0,58.0,POSITIVE,0.7930929660797119,0.1983921527862548,0.0085148112848401,NEUTRAL,0.33890396,0.31482747,0.34626856
2023-03-19 01:24:41+09:00,1637127897310982145,https://x.com/bourei_d/status/1637127897310982145,WBCはもちろん凄いし比べることではないんだけどモータースポーツの世界最高峰の舞台で日の丸を背負って頑張っている人たちがいることももっと広く知られてもいい  ,,,,,,POSITIVE,0.7772263884544373,0.2130886167287826,0.0096850423142313,NEUTRAL,0.37203932,0.23305503,0.39490563
2023-03-19 01:24:57+09:00,1637127963446767616,https://x.com/bluamabase/status/1637127963446767616,ただ金子くんは本当にいい経験したと思うな…  「高校時代の思い出は？」 「甲子園で当時WBCで流行っていたペッパーミルパフォーマンスをやって、高野連に怒られました」  こんなの一生使える(就活とかでも使える)鉄板ネタですよ。,bluamabase,ぶるーたす,0.0,0.0,8.0,POSITIVE,0.6631265878677368,0.3202648162841797,0.0166085548698902,NEUTRAL,0.24726889,0.24670513,0.506026
2023-03-19 01:25:09+09:00,1637128013388337152,https://x.com/copaalemdacopa/status/1637128013388337152,"Um exemplo dessa agressividade veio do jornalista Keith Olbermann, que disse que o jogo em que Díaz se contundiu ""não valia nada"" e que o campeonato devia ser encerrado.  Para ele, o WBC é uma besteira feita pra ""dividir colegas de equipe baseado em onde as avós deles transaram"".",copaalemdacopa,Copa Além da Copa,1.0,7.0,210.0,POSITIVE,0.5126092433929443,0.3985049128532409,0.0888858288526535,NEUTRAL,0.32827947,0.3025683,0.36915216
2023-03-19 01:25:23+09:00,1637128072834224128,https://x.com/ryo_ohirune/status/1637128072834224128,WBCで興味津々になったので探して食べに行きました。チェコ料理。 ビールが美味い。料理もビールに合って美味い。 好きになりました。チェコ料理。 また行きます  @WHYBEER05,ryo_ohirune,りよう,0.0,3.0,15.0,POSITIVE,0.9821186065673828,0.0152393653988838,0.0026419626083225,FAVOR,0.23272301,0.46389666,0.30338028
2023-03-19 01:26:01+09:00,1637128231156580352,https://x.com/subroh_0508/status/1637128231156580352,くまさんと一閃の感想を話していたら、いつの間にかWBCの話に完全に上書きされてしまっていた回( ˘ω˘),subroh_0508,にしこりさぶろ〜 【12/06@東京・サンシャインシティ会議室】,0.0,0.0,1.0,NEGATIVE,0.0037688470911234,0.0819925218820571,0.9142385721206664,AGAINST,0.35223976,0.31956583,0.32819438
2023-03-19 01:26:38+09:00,1637128388082302981,https://x.com/debris_humanoid/status/1637128388082302981,全ての髪型において、キャップ装着時のほうが髪の毛を押さえるので、視界を遮らずにすむと思う。スキンヘッドでも照明が反射して見にくいはず。  関口メンディー、WBC観戦中に「見えないから帽子を取れ」と怒られ脱帽　まさかの結末にネット爆笑「コントやん」「面白すぎ」,debris_humanoid,人型宇宙上昇中,0.0,0.0,3.0,POSITIVE,0.8284120559692383,0.1621991991996765,0.0093888165429234,NEUTRAL,0.30984798,0.29166904,0.39848298
2023-03-19 01:27:40+09:00,1637128646715650048,https://x.com/SATO_Haruka1/status/1637128646715650048,【世界中の人々が『日本に産まれれば良かったのに』と悔しがる国を作ろう】特に今回の『WBC』は、野球がとても楽しくて知的で品が良いスポーツだと最認識させてくれた。そしてその素敵なスポーツが日本のお家芸だという事は本当に誇りに思うべき。後は 政治、文化、社会を透き通るまで磨き上げよう,SATO_Haruka1,佐藤 遥,0.0,1.0,1.0,POSITIVE,0.9807430505752563,0.0175102166831493,0.0017468408914282,FAVOR,0.27936724,0.3829478,0.337685
2023-03-19 01:28:39+09:00,1637128893244280832,https://x.com/nanjyakyu/status/1637128893244280832,メキシコ監督、WBCの運営にブチギレ「日程をアメリカ有利に変えた」  なんj.com/?p=544016,nanjyakyu,なんＪリーグ,0.0,0.0,0.0,NEUTRAL,0.388273537158966,0.5738762021064758,0.0378502495586872,AGAINST,0.39022684,0.35493663,0.25483656
2023-03-19 01:29:00+09:00,1637128984306540549,https://x.com/AthleticsRants/status/1637128984306540549,There has to be a better argument for the WBC than comparing it to a horrible 2022 A’s team,AthleticsRants,Athletics Rants,11.0,10.0,95.0,POSITIVE,0.7869409322738647,0.1987259685993194,0.0143330162391066,FAVOR,0.33379364,0.39501128,0.27119502
2023-03-19 01:29:19+09:00,1637129062316650496,https://x.com/usa1919gi/status/1637129062316650496,ママとのお花見やWBC観戦、骨盤矯正など体メンテと、旧友とのランチ花見や夜桜呑み会。どの１つもキャンセルしないで作品を作るのだ。事務処理として値札作りも出品予定表も入力もするのだ。MacユーザーはExcelに馴染みがなくてお隣のWind借りてたんだよね。｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡ どう、できんのかな？,usa1919gi,むめ,0.0,0.0,0.0,NEUTRAL,0.0452649407088756,0.6663519740104675,0.2883830666542053,NEUTRAL,0.2905917,0.3164393,0.392969
2023-03-19 01:29:26+09:00,1637129090804363264,https://x.com/HR_39/status/1637129090804363264,WBCといえば日本側リーグと対戦する側の 中継はテレビではないらしい。 日本が無関係というだけで随分極端だなあ。 強豪同士の対戦なので野球ファンだったら 見たいんじゃないのかいな。,HR_39,HR_39,0.0,0.0,0.0,NEUTRAL,0.0388914495706558,0.8980056047439575,0.0631028562784195,NEUTRAL,0.3095434,0.1461885,0.5442681
2023-03-19 01:29:28+09:00,1637129098626732032,https://x.com/yochanh/status/1637129098626732032,TBSのWBCのテーマ曲のJourneyが合うとか合わないとかって話題になってますけど、でしたら、ボディビルとか筋肉のシーンで必ずBON JOVI流れるのだって何で？と思いますけど… えー、いーんじゃないの？？Journeyは歌詞知ってたから何で？って思ってたけど、もういいじゃん(≧∇≦)b 頑張れ侍ジャパン,yochanh,ようちゃんyochan,0.0,0.0,4.0,POSITIVE,0.559384286403656,0.3797258734703064,0.0608899407088756,AGAINST,0.35635042,0.2910581,0.35259154
2023-03-19 01:29:37+09:00,1637129136392273923,https://x.com/fujii_chikara/status/1637129136392273923,【野球好き募集】WBC日本対メキシコ 試合結果予想をお聞かせください (600文字以上)の依頼・外注 | 記事作成・ブログ記事・体験談の仕事・副業【ランサーズ】 2d6d vaiden.info/?2d6d,fujii_chikara,まとめインフォ,0.0,0.0,0.0,NEUTRAL,0.0640153512358665,0.908090353012085,0.0278943888843059,NEUTRAL,0.34214994,0.30685818,0.35099185
2023-03-19 01:29:42+09:00,1637129157258752000,https://x.com/Yousif_H1/status/1637129157258752000,The WBC exists outside of the USA   GB winning a game will do wonders to the development of the game here.,Yousif_H1,Yousif,0.0,0.0,1.0,POSITIVE,0.5192251205444336,0.456241250038147,0.024533674120903,AGAINST,0.39173147,0.32872498,0.2795436
2023-03-19 01:30:02+09:00,1637129244307501056,https://x.com/popobatchonaru/status/1637129244307501056,WBCで野球用語学んでるから野球例えどんと来いよ さっきの指名打者も理解できたぞ,popobatchonaru,ティキ,0.0,0.0,4.0,POSITIVE,0.9307696223258972,0.0647894665598869,0.0044409679248929,AGAINST,0.40616685,0.23829348,0.35553968
